Job_Description,CV_Text,Label
"Job Category: חינוך והוראה, Company: TechCorp, Salary: 58 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 2734, Address: Tel Aviv, Search Radius: 18km, Skills: Python, Java, Soft Skills: Team player, Fast learner. Looking for חינוך והוראה job.",1
"Job Category: הפקה ואירועים, Company: TechCorp, Salary: 74 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 6745, Address: Tel Aviv, Search Radius: 6km, Skills: English, SAP, Soft Skills: Team player, Fast learner. Looking for הפקה ואירועים job.",1
"Job Category: מסעדנות, Company: TechCorp, Salary: 74 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 5909, Address: Tel Aviv, Search Radius: 29km, Skills: SAP, Java, Soft Skills: Team player, Fast learner. Looking for מסעדנות job.",1
"Job Category: טכנולוגיה, Company: TechCorp, Salary: 38 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 3126, Address: Tel Aviv, Search Radius: 30km, Skills: SAP, Python, Soft Skills: Team player, Fast learner. Looking for טכנולוגיה job.",1
"Job Category: מסעדנות, Company: TechCorp, Salary: 59 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 2478, Address: Tel Aviv, Search Radius: 5km, Skills: Python, English, Soft Skills: Team player, Fast learner. Looking for מסעדנות job.",1
"Job Category: חינוך והוראה, Company: TechCorp, Salary: 76 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 6817, Address: Tel Aviv, Search Radius: 13km, Skills: Python, Java, Soft Skills: Team player, Fast learner. Looking for אבטחה וביטחון job.",0
"Job Category: חינוך והוראה, Company: TechCorp, Salary: 71 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 4311, Address: Tel Aviv, Search Radius: 16km, Skills: English, Java, Soft Skills: Team player, Fast learner. Looking for חינוך והוראה job.",1
"Job Category: רפואה ורווחה, Company: TechCorp, Salary: 37 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 6539, Address: Tel Aviv, Search Radius: 16km, Skills: SAP, Driving License, Soft Skills: Team player, Fast learner. Looking for רפואה ורווחה job.",1
"Job Category: בניין וייצור, Company: TechCorp, Salary: 38 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 5319, Address: Tel Aviv, Search Radius: 16km, Skills: Driving License, Java, Soft Skills: Team player, Fast learner. Looking for אפסנאות ולוגיסטיקה job.",0
"Job Category: שירות לקוחות, Company: TechCorp, Salary: 54 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 7840, Address: Tel Aviv, Search Radius: 10km, Skills: SAP, Excel, Soft Skills: Team player, Fast learner. Looking for שירות לקוחות job.",1
"Job Category: מסעדנות, Company: TechCorp, Salary: 53 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 7656, Address: Tel Aviv, Search Radius: 14km, Skills: English, SAP, Soft Skills: Team player, Fast learner. Looking for מסעדנות job.",1
"Job Category: מכירות ואופנה, Company: TechCorp, Salary: 58 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 8967, Address: Tel Aviv, Search Radius: 19km, Skills: Driving License, Java, Soft Skills: Team player, Fast learner. Looking for מכירות ואופנה job.",1
"Job Category: חינוך והוראה, Company: TechCorp, Salary: 69 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 5949, Address: Tel Aviv, Search Radius: 22km, Skills: Python, Driving License, Soft Skills: Team player, Fast learner. Looking for משלוחים ותחבורה job.",0
"Job Category: חינוך והוראה, Company: TechCorp, Salary: 49 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 1975, Address: Tel Aviv, Search Radius: 21km, Skills: SAP, English, Soft Skills: Team player, Fast learner. Looking for אפסנאות ולוגיסטיקה job.",0
"Job Category: אחזקה, Company: TechCorp, Salary: 69 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 2541, Address: Tel Aviv, Search Radius: 28km, Skills: Excel, Java, Soft Skills: Team player, Fast learner. Looking for מכירות ואופנה job.",0
"Job Category: משלוחים ותחבורה, Company: TechCorp, Salary: 59 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 6196, Address: Tel Aviv, Search Radius: 12km, Skills: Java, Excel, Soft Skills: Team player, Fast learner. Looking for בעלי חיים job.",0
"Job Category: בניין וייצור, Company: TechCorp, Salary: 35 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 2992, Address: Tel Aviv, Search Radius: 29km, Skills: Excel, SAP, Soft Skills: Team player, Fast learner. Looking for בניין וייצור job.",1
"Job Category: משלוחים ותחבורה, Company: TechCorp, Salary: 78 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 1699, Address: Tel Aviv, Search Radius: 16km, Skills: Java, Python, Soft Skills: Team player, Fast learner. Looking for משלוחים ותחבורה job.",1
"Job Category: משלוחים ותחבורה, Company: TechCorp, Salary: 53 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 8408, Address: Tel Aviv, Search Radius: 26km, Skills: English, Python, Soft Skills: Team player, Fast learner. Looking for משלוחים ותחבורה job.",1
"Job Category: בעלי חיים, Company: TechCorp, Salary: 52 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 9939, Address: Tel Aviv, Search Radius: 24km, Skills: Excel, Java, Soft Skills: Team player, Fast learner. Looking for בעלי חיים job.",1
"Job Category: רפואה ורווחה, Company: TechCorp, Salary: 55 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 1305, Address: Tel Aviv, Search Radius: 17km, Skills: Excel, English, Soft Skills: Team player, Fast learner. Looking for רפואה ורווחה job.",1
"Job Category: אבטחה וביטחון, Company: TechCorp, Salary: 68 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 6349, Address: Tel Aviv, Search Radius: 7km, Skills: SAP, English, Soft Skills: Team player, Fast learner. Looking for אבטחה וביטחון job.",1
"Job Category: בניין וייצור, Company: TechCorp, Salary: 44 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 6942, Address: Tel Aviv, Search Radius: 9km, Skills: Python, SAP, Soft Skills: Team player, Fast learner. Looking for בניין וייצור job.",1
"Job Category: הפקה ואירועים, Company: TechCorp, Salary: 33 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 7199, Address: Tel Aviv, Search Radius: 5km, Skills: Driving License, SAP, Soft Skills: Team player, Fast learner. Looking for הפקה ואירועים job.",1
"Job Category: אבטחה וביטחון, Company: TechCorp, Salary: 79 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 5815, Address: Tel Aviv, Search Radius: 19km, Skills: Driving License, English, Soft Skills: Team player, Fast learner. Looking for בעלי חיים job.",0
"Job Category: שירות לקוחות, Company: TechCorp, Salary: 75 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 5163, Address: Tel Aviv, Search Radius: 23km, Skills: SAP, Java, Soft Skills: Team player, Fast learner. Looking for שירות לקוחות job.",1
"Job Category: חינוך והוראה, Company: TechCorp, Salary: 70 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 3230, Address: Tel Aviv, Search Radius: 21km, Skills: Python, English, Soft Skills: Team player, Fast learner. Looking for אבטחה וביטחון job.",0
"Job Category: מסעדנות, Company: TechCorp, Salary: 80 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 9329, Address: Tel Aviv, Search Radius: 28km, Skills: SAP, English, Soft Skills: Team player, Fast learner. Looking for מסעדנות job.",1
"Job Category: בניין וייצור, Company: TechCorp, Salary: 34 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 5927, Address: Tel Aviv, Search Radius: 18km, Skills: Excel, English, Soft Skills: Team player, Fast learner. Looking for חינוך והוראה job.",0
"Job Category: הפקה ואירועים, Company: TechCorp, Salary: 55 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 8845, Address: Tel Aviv, Search Radius: 11km, Skills: Java, Driving License, Soft Skills: Team player, Fast learner. Looking for טכנולוגיה job.",0
"Job Category: מכירות ואופנה, Company: TechCorp, Salary: 35 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 7132, Address: Tel Aviv, Search Radius: 19km, Skills: Driving License, English, Soft Skills: Team player, Fast learner. Looking for מכירות ואופנה job.",1
"Job Category: מסעדנות, Company: TechCorp, Salary: 56 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 4257, Address: Tel Aviv, Search Radius: 12km, Skills: Driving License, English, Soft Skills: Team player, Fast learner. Looking for רפואה ורווחה job.",0
"Job Category: משלוחים ותחבורה, Company: TechCorp, Salary: 74 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 7788, Address: Tel Aviv, Search Radius: 5km, Skills: Driving License, Excel, Soft Skills: Team player, Fast learner. Looking for משלוחים ותחבורה job.",1
"Job Category: אחזקה, Company: TechCorp, Salary: 76 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 9616, Address: Tel Aviv, Search Radius: 15km, Skills: Java, SAP, Soft Skills: Team player, Fast learner. Looking for משלוחים ותחבורה job.",0
"Job Category: אפסנאות ולוגיסטיקה, Company: TechCorp, Salary: 79 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 5146, Address: Tel Aviv, Search Radius: 30km, Skills: Python, SAP, Soft Skills: Team player, Fast learner. Looking for מסעדנות job.",0
"Job Category: משלוחים ותחבורה, Company: TechCorp, Salary: 54 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 3428, Address: Tel Aviv, Search Radius: 18km, Skills: Driving License, Python, Soft Skills: Team player, Fast learner. Looking for אבטחה וביטחון job.",0
"Job Category: הפקה ואירועים, Company: TechCorp, Salary: 77 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 2239, Address: Tel Aviv, Search Radius: 16km, Skills: SAP, Driving License, Soft Skills: Team player, Fast learner. Looking for משלוחים ותחבורה job.",0
"Job Category: אבטחה וביטחון, Company: TechCorp, Salary: 36 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 5471, Address: Tel Aviv, Search Radius: 21km, Skills: Excel, Python, Soft Skills: Team player, Fast learner. Looking for אחזקה job.",0
"Job Category: בעלי חיים, Company: TechCorp, Salary: 64 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 7396, Address: Tel Aviv, Search Radius: 15km, Skills: Excel, Python, Soft Skills: Team player, Fast learner. Looking for בעלי חיים job.",1
"Job Category: שירות לקוחות, Company: TechCorp, Salary: 48 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 3188, Address: Tel Aviv, Search Radius: 11km, Skills: SAP, Excel, Soft Skills: Team player, Fast learner. Looking for שירות לקוחות job.",1
"Job Category: טכנולוגיה, Company: TechCorp, Salary: 39 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 8962, Address: Tel Aviv, Search Radius: 5km, Skills: SAP, Python, Soft Skills: Team player, Fast learner. Looking for טכנולוגיה job.",1
"Job Category: אבטחה וביטחון, Company: TechCorp, Salary: 42 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 7318, Address: Tel Aviv, Search Radius: 14km, Skills: SAP, English, Soft Skills: Team player, Fast learner. Looking for טכנולוגיה job.",0
"Job Category: מכירות ואופנה, Company: TechCorp, Salary: 48 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 5791, Address: Tel Aviv, Search Radius: 14km, Skills: Excel, Java, Soft Skills: Team player, Fast learner. Looking for מכירות ואופנה job.",1
"Job Category: טכנולוגיה, Company: TechCorp, Salary: 33 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 8857, Address: Tel Aviv, Search Radius: 13km, Skills: Java, SAP, Soft Skills: Team player, Fast learner. Looking for טכנולוגיה job.",1
"Job Category: אבטחה וביטחון, Company: TechCorp, Salary: 38 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 6757, Address: Tel Aviv, Search Radius: 23km, Skills: English, SAP, Soft Skills: Team player, Fast learner. Looking for אבטחה וביטחון job.",1
"Job Category: שירות לקוחות, Company: TechCorp, Salary: 73 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 4891, Address: Tel Aviv, Search Radius: 13km, Skills: Excel, Java, Soft Skills: Team player, Fast learner. Looking for מכירות ואופנה job.",0
"Job Category: שירות לקוחות, Company: TechCorp, Salary: 48 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 2159, Address: Tel Aviv, Search Radius: 13km, Skills: Java, English, Soft Skills: Team player, Fast learner. Looking for טכנולוגיה job.",0
"Job Category: בעלי חיים, Company: TechCorp, Salary: 44 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 6059, Address: Tel Aviv, Search Radius: 16km, Skills: Java, Python, Soft Skills: Team player, Fast learner. Looking for אבטחה וביטחון job.",0
"Job Category: טכנולוגיה, Company: TechCorp, Salary: 73 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 9593, Address: Tel Aviv, Search Radius: 5km, Skills: English, Python, Soft Skills: Team player, Fast learner. Looking for טכנולוגיה job.",1
"Job Category: בעלי חיים, Company: TechCorp, Salary: 80 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 7494, Address: Tel Aviv, Search Radius: 22km, Skills: Java, Driving License, Soft Skills: Team player, Fast learner. Looking for משלוחים ותחבורה job.",0
"Job Category: בעלי חיים, Company: TechCorp, Salary: 55 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 6889, Address: Tel Aviv, Search Radius: 24km, Skills: English, Java, Soft Skills: Team player, Fast learner. Looking for מכירות ואופנה job.",0
"Job Category: טכנולוגיה, Company: TechCorp, Salary: 63 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 6292, Address: Tel Aviv, Search Radius: 17km, Skills: SAP, Java, Soft Skills: Team player, Fast learner. Looking for טכנולוגיה job.",1
"Job Category: בניין וייצור, Company: TechCorp, Salary: 80 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 5602, Address: Tel Aviv, Search Radius: 25km, Skills: Python, Excel, Soft Skills: Team player, Fast learner. Looking for חינוך והוראה job.",0
"Job Category: מסעדנות, Company: TechCorp, Salary: 30 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 6472, Address: Tel Aviv, Search Radius: 30km, Skills: Python, Excel, Soft Skills: Team player, Fast learner. Looking for מסעדנות job.",1
"Job Category: טכנולוגיה, Company: TechCorp, Salary: 60 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 8632, Address: Tel Aviv, Search Radius: 23km, Skills: Excel, Driving License, Soft Skills: Team player, Fast learner. Looking for חינוך והוראה job.",0
"Job Category: הפקה ואירועים, Company: TechCorp, Salary: 47 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 6326, Address: Tel Aviv, Search Radius: 23km, Skills: SAP, English, Soft Skills: Team player, Fast learner. Looking for הפקה ואירועים job.",1
"Job Category: שירות לקוחות, Company: TechCorp, Salary: 58 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 6380, Address: Tel Aviv, Search Radius: 10km, Skills: English, Driving License, Soft Skills: Team player, Fast learner. Looking for משלוחים ותחבורה job.",0
"Job Category: מכירות ואופנה, Company: TechCorp, Salary: 78 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 7479, Address: Tel Aviv, Search Radius: 16km, Skills: English, Excel, Soft Skills: Team player, Fast learner. Looking for חינוך והוראה job.",0
"Job Category: בעלי חיים, Company: TechCorp, Salary: 50 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 6714, Address: Tel Aviv, Search Radius: 21km, Skills: Driving License, Java, Soft Skills: Team player, Fast learner. Looking for עיצוב וקריאייטיב job.",0
"Job Category: אבטחה וביטחון, Company: TechCorp, Salary: 75 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 6083, Address: Tel Aviv, Search Radius: 8km, Skills: Driving License, SAP, Soft Skills: Team player, Fast learner. Looking for אבטחה וביטחון job.",1
"Job Category: רפואה ורווחה, Company: TechCorp, Salary: 54 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 5870, Address: Tel Aviv, Search Radius: 17km, Skills: Java, SAP, Soft Skills: Team player, Fast learner. Looking for עיצוב וקריאייטיב job.",0
"Job Category: הפקה ואירועים, Company: TechCorp, Salary: 52 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 3734, Address: Tel Aviv, Search Radius: 28km, Skills: Java, Driving License, Soft Skills: Team player, Fast learner. Looking for הפקה ואירועים job.",1
"Job Category: מכירות ואופנה, Company: TechCorp, Salary: 33 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 8922, Address: Tel Aviv, Search Radius: 21km, Skills: Excel, Java, Soft Skills: Team player, Fast learner. Looking for מכירות ואופנה job.",1
"Job Category: הפקה ואירועים, Company: TechCorp, Salary: 32 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 6469, Address: Tel Aviv, Search Radius: 10km, Skills: Driving License, English, Soft Skills: Team player, Fast learner. Looking for הפקה ואירועים job.",1
"Job Category: רפואה ורווחה, Company: TechCorp, Salary: 62 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 3159, Address: Tel Aviv, Search Radius: 10km, Skills: Driving License, SAP, Soft Skills: Team player, Fast learner. Looking for רפואה ורווחה job.",1
"Job Category: שירות לקוחות, Company: TechCorp, Salary: 60 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 1112, Address: Tel Aviv, Search Radius: 14km, Skills: Python, English, Soft Skills: Team player, Fast learner. Looking for שירות לקוחות job.",1
"Job Category: עיצוב וקריאייטיב, Company: TechCorp, Salary: 43 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 5367, Address: Tel Aviv, Search Radius: 11km, Skills: English, Excel, Soft Skills: Team player, Fast learner. Looking for עיצוב וקריאייטיב job.",1
"Job Category: אבטחה וביטחון, Company: TechCorp, Salary: 40 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 8611, Address: Tel Aviv, Search Radius: 19km, Skills: Python, Java, Soft Skills: Team player, Fast learner. Looking for אפסנאות ולוגיסטיקה job.",0
"Job Category: בניין וייצור, Company: TechCorp, Salary: 48 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 8671, Address: Tel Aviv, Search Radius: 26km, Skills: SAP, English, Soft Skills: Team player, Fast learner. Looking for מכירות ואופנה job.",0
"Job Category: חינוך והוראה, Company: TechCorp, Salary: 73 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 4867, Address: Tel Aviv, Search Radius: 17km, Skills: Driving License, Java, Soft Skills: Team player, Fast learner. Looking for חינוך והוראה job.",1
"Job Category: מסעדנות, Company: TechCorp, Salary: 55 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 9764, Address: Tel Aviv, Search Radius: 22km, Skills: Java, SAP, Soft Skills: Team player, Fast learner. Looking for מסעדנות job.",1
"Job Category: טכנולוגיה, Company: TechCorp, Salary: 35 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 6087, Address: Tel Aviv, Search Radius: 17km, Skills: English, Excel, Soft Skills: Team player, Fast learner. Looking for עיצוב וקריאייטיב job.",0
"Job Category: בעלי חיים, Company: TechCorp, Salary: 31 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 3588, Address: Tel Aviv, Search Radius: 6km, Skills: Driving License, SAP, Soft Skills: Team player, Fast learner. Looking for בעלי חיים job.",1
"Job Category: משלוחים ותחבורה, Company: TechCorp, Salary: 52 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 2202, Address: Tel Aviv, Search Radius: 15km, Skills: Driving License, English, Soft Skills: Team player, Fast learner. Looking for מכירות ואופנה job.",0
"Job Category: בניין וייצור, Company: TechCorp, Salary: 56 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 9075, Address: Tel Aviv, Search Radius: 16km, Skills: Java, English, Soft Skills: Team player, Fast learner. Looking for בניין וייצור job.",1
"Job Category: עיצוב וקריאייטיב, Company: TechCorp, Salary: 56 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 3392, Address: Tel Aviv, Search Radius: 23km, Skills: Excel, English, Soft Skills: Team player, Fast learner. Looking for אחזקה job.",0
"Job Category: מסעדנות, Company: TechCorp, Salary: 61 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 8605, Address: Tel Aviv, Search Radius: 10km, Skills: Excel, Java, Soft Skills: Team player, Fast learner. Looking for הפקה ואירועים job.",0
"Job Category: עיצוב וקריאייטיב, Company: TechCorp, Salary: 42 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 9914, Address: Tel Aviv, Search Radius: 24km, Skills: Driving License, Excel, Soft Skills: Team player, Fast learner. Looking for משלוחים ותחבורה job.",0
"Job Category: מסעדנות, Company: TechCorp, Salary: 63 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 5451, Address: Tel Aviv, Search Radius: 28km, Skills: Java, Excel, Soft Skills: Team player, Fast learner. Looking for מסעדנות job.",1
"Job Category: חינוך והוראה, Company: TechCorp, Salary: 62 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 5020, Address: Tel Aviv, Search Radius: 28km, Skills: English, SAP, Soft Skills: Team player, Fast learner. Looking for מסעדנות job.",0
